,age,gender,city,position,experience,germany_experience,work_level,main_tech,other_tech,yearly_salary,vacation_days,emp_state,contract_duration,main_language,company_size,company_type,covid_lost
0,26,Male,Munich,Software Engineer,5.0,3.0,Senior,TypeScript,"Kotlin, Javascript / Typescript",80000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
2,29,Male,Berlin,Software Engineer,12.0,6.0,Lead,Javascript / Typescript,"Javascript / Typescript, Docker",120000.0,30.0,freelancer,Temporary contract,English,101-1000,Product,Yes
4,37,Male,Berlin,Backend Developer,17.0,6.0,Senior,C# .NET,".NET, SQL, AWS, Docker",62000.0,29.0,full-time,Unlimited contract,English,101-1000,Product,No
5,32,Male,Berlin,DevOps,5.0,1.0,Senior,"AWS, GCP, Python,K8s","Python, AWS, Google Cloud, Kubernetes, Docker",76000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
7,24,Male,Berlin,Frontend Developer,5.0,1.0,Senior,Typescript,Javascript / Typescript,65000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
8,29,Male,Berlin,Backend Developer,8.0,2.0,Senior,PHP,"SQL, AWS, Docker",56000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
10,32,Female,Hamburg,Data Engineer,2.0,2.0,Junior,Aws Hadoop Postgre Typescript,"Python, Kotlin, Javascript / Typescript, SQL, AWS",52500.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No
11,49,Male,Berlin,Software Engineer,25.0,11.0,Senior,C++,"Python, C/C++, SQL",100000.0,24.0,freelancer,Temporary contract,English,11-50,Product,Yes
13,34,Male,Berlin,Software Engineer,14.0,5.0,Senior,Typescript,"PHP, Javascript / Typescript, AWS",70000.0,28.0,full-time,Unlimited contract,English,11-50,Startup,No
16,29,Male,Hamburg,Backend Developer,7.0,3.0,Middle,Ruby,"Go, Kubernetes, Docker",60350.0,31.0,full-time,Unlimited contract,English,1000+,Product,No
19,34,Male,Berlin,Mobile Developer,11.0,5.0,Lead,kotlin,"Kotlin, Javascript / Typescript, AWS, Google Cloud, Kubernetes, Docker",80000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
21,34,Male,Berlin,Software Architect,15.0,9.0,Lead,NodeJS,"Javascript / Typescript, SQL, Go, AWS, Kubernetes, Docker, Terraform",100000.0,24.0,full-time,Unlimited contract,English,1000+,Product,No
22,25,Male,Berlin,Software Engineer,5.0,2.0,Senior,Javascript,"Javascript / Typescript, AWS, Docker",65000.0,28.0,full-time,Unlimited contract,German,1000+,Product,No
23,59,Male,Berlin,Backend Developer,30.0,30.0,Senior,Java,"Kotlin, Java / Scala, SQL",69000.0,28.0,full-time,Unlimited contract,German,101-1000,Product,No
24,36,Male,Berlin,Software Engineer,17.0,2.0,Lead,PHP,"Python, C/C++, Javascript / Typescript, SQL, Go, AWS, Docker",70000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
25,38,Male,Berlin,Team Lead,18.0,4.0,Lead,iOS,"Swift, AWS",80000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,Yes
26,24,Male,Berlin,DevOps,6.0,3.0,Senior,Kubernetes,"Python, AWS, Google Cloud, Kubernetes, Docker",75000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
29,40,Male,Berlin,Product Manager,13.0,1.0,Senior,SQL,Python,70000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
30,29,Male,Berlin,Software Engineer,6.0,4.0,Lead,Go,"Python, Go, AWS, Kubernetes, Docker",85000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
31,31,Male,Berlin,Backend Developer,5.0,1.0,Middle,java,Kotlin,65000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No
33,39,Male,Berlin,Software Engineer,8.0,5.0,Senior,Java,"Python, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",80000.0,29.0,full-time,Unlimited contract,English,51-100,Startup,No
35,33,Male,Berlin,Data Scientist,5.0,4.0,Lead,Python,"Python, R, Google Cloud, Docker",150000.0,24.0,full-time,Unlimited contract,English,1000+,Product,No
37,30,Male,Berlin,Software Engineer,8.0,3.0,Senior,JavaScript,"Python, Javascript / Typescript, Java / Scala, Go, Kubernetes, Docker",80000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
38,28,Male,Berlin,Backend Developer,5.0,1.0,Senior,Kotlin,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",75000.0,25.0,full-time,Unlimited contract,English,101-1000,Startup,No
39,38,Male,Berlin,DevOps,10.0,5.0,Senior,Go/Python,"AWS, Kubernetes, Docker",70000.0,30.0,full-time,Unlimited contract,English,51-100,Startup,No
40,29,Male,Berlin,Frontend Developer,7.0,2.0,Senior,React,Javascript / Typescript,72000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
41,49,Male,Berlin,Software Engineer,15.0,15.0,Senior,Java,SQL,67000.0,29.0,full-time,Unlimited contract,German,1000+,Product,No
42,32,Male,Berlin,Frontend Developer,10.0,5.0,Senior,TypeScript,"AWS, Kubernetes",105000.0,60.0,freelancer,Temporary contract,English,101-1000,Product,Yes
44,30,Male,Berlin,Software Engineer,6.0,3.0,Senior,Java,"Kotlin, AWS, Kubernetes, Docker",74000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
45,48,Male,Berlin,Software Engineer,25.0,11.0,Senior,Java,"Kotlin, Java / Scala, SQL",75000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
47,32,Male,Berlin,Backend Developer,3.0,1.0,Middle,Java,"AWS, Kubernetes, Docker",77000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
49,31,Male,Berlin,Software Engineer,7.0,3.0,Lead,Python,"Python, SQL, Google Cloud, Kubernetes, Docker",76000.0,27.0,full-time,Unlimited contract,English,101-1000,Startup,No
50,35,Male,Berlin,Backend Developer,10.0,7.0,Senior,Ruby,"Go, AWS, Kubernetes, Docker, Elixir",75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
53,32,Male,Berlin,Backend Developer,8.0,5.0,Senior,PHP,"PHP, SQL, AWS, Kubernetes, Docker",65000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
54,44,Male,Berlin,Backend Developer,12.0,3.0,Senior,Java,"SQL, Go, Kubernetes, Docker",68000.0,26.0,full-time,Unlimited contract,English,11-50,Product,No
56,35,Male,Munich,Software Engineer,11.0,3.0,Senior,Php,"Javascript / Typescript, AWS, Kubernetes, Docker",65000.0,29.0,full-time,Unlimited contract,German,101-1000,Product,No
58,29,Male,Berlin,Software Engineer,5.0,3.0,Senior,Go,"Java / Scala, AWS, Docker",75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
59,66,Male,Munich,Software Engineer,40.0,4.0,Lead,ruby on rails,"Javascript / Typescript, Ruby, SQL",70000.0,30.0,full-time,Unlimited contract,German,51-100,Product,No
60,39,Female,Berlin,Software Engineer,10.0,10.0,Senior,Java,"Javascript / Typescript, SQL",70500.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No
61,28,Male,Munich,Backend Developer,5.0,4.0,Senior,Kotlin,"Kotlin, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",72000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
63,34,Male,Munich,Software Engineer,13.0,3.0,Lead,.NET,".NET, SQL",72000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
64,32,Male,Munich,Frontend Developer,7.0,5.0,Senior,Javascript,"Javascript / Typescript, Java / Scala",62000.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No
67,45,Male,Schleswig-Holstein,Software Engineer,26.0,18.0,Senior,C#,"C/C++, .NET, SQL",93000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
69,28,Male,Berlin,Software Engineer,3.0,2.0,Middle,Js,"Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker, Quorum",55000.0,22.0,full-time,Unlimited contract,English,11-50,Startup,No
70,29,Male,Konstanz area,Mobile Developer,6.0,3.0,Middle,android,Kotlin,53000.0,26.0,full-time,Unlimited contract,English,11-50,Startup,No
71,36,Male,Munich,Backend Developer,15.0,3.0,Senior,java,PHP,55000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
72,39,Male,Berlin,Software Engineer,10.0,2.0,Senior,C#,"Javascript / Typescript, .NET, SQL, Azure, Docker",75000.0,30.0,full-time,Unlimited contract,German,1000+,Consulting / Agency,No
73,29,Male,Munich,Software Engineer,7.0,3.0,Senior,JavaScript ,"Kotlin, Javascript / Typescript, Java / Scala, Docker",80000.0,24.0,full-time,Unlimited contract,English,1000+,Product,No
74,31,Male,Berlin,Engineering Manager,11.0,6.0,Lead,Java,"Python, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",80000.0,27.0,full-time,Unlimited contract,English,101-1000,Startup,No
78,27,Male,Berlin,Software Engineer,5.0,1.0,Senior,Scala,Java / Scala,78000.0,30.0,full-time,Unlimited contract,English,1000+,Startup,No
79,26,Female,Munich,Data Scientist,6.0,2.0,Middle,python,"Python, C/C++, SQL, Docker",60000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No
80,26,Male,Berlin,Software Engineer,8.0,3.0,Lead,Go,"Python, PHP, Javascript / Typescript, Go, Google Cloud, Kubernetes, Docker",85000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
81,31,Female,Berlin,Analytics engineer,6.0,2.0,Middle,SQL,Python,60000.0,27.0,full-time,Unlimited contract,English,101-1000,Startup,No
82,30,Male,Berlin,Software Engineer,10.0,2.0,Senior,Scala,"Python, Java / Scala, AWS, Docker",72000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
84,43,Male,Berlin,Mobile Developer,5.0,3.0,Senior,Kotlin,"Kotlin, Java / Scala",72000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
85,33,Male,Berlin,Software Engineer,5.0,1.0,Middle,python,Kubernetes,65000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
86,31,Male,Berlin,Software Engineer,9.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Senior,"C#, .net core","Python, .NET, AWS, Azure, Kubernetes, Docker",60000.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No
87,32,Female,Berlin,QA Engineer,10.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Senior,Java,"Kotlin, Javascript / Typescript, SQL, Docker",61000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
88,24,Male,Berlin,Data Scientist,4.0,2.0,Senior,Python,"Python, AWS, Docker",73000.0,24.0,full-time,Unlimited contract,English,101-1000,Startup,No
89,29,Male,Berlin,DevOps,7.0,1.0,Lead,Kubernetes,"Python, Go, AWS, Kubernetes",78000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
90,29,Male,Berlin,Data Scientist,4.0,4.0,Senior,Python,"SQL, AWS, Docker",81000.0,29.0,full-time,Unlimited contract,English,101-1000,Product,No
91,30,Male,Munich,Hardware Engineer,5.0,5.0,Senior,VHDL,Python,75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
92,35,Female,Berlin,Reporting Engineer,3.0,2.0,Middle,Power BI,"Python, Javascript / Typescript, SQL, SAP / ABAP, Google Cloud, Azure",55000.0,31.0,full-time,Unlimited contract,German,1000+,Product,No
95,33,Male,Munich,QA Engineer,5.0,1.0,Senior,Java,Docker,60000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
96,28,Male,Berlin,Software Engineer,8.0,3.0,Lead,PHP ,"Python, Javascript / Typescript, .NET, SQL, AWS, Azure, Kubernetes, Docker",80000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
98,32,Male,Munich,Software Engineer,7.0,3.0,Senior,Android,Kotlin,60000.0,38.0,full-time,Unlimited contract,English,51-100,Product,No
99,30,Male,Berlin,Backend Developer,8.0,2.5,Senior,Scala,"Python, Kotlin, Java / Scala, SQL, Kubernetes, Docker",80000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No
101,31,Male,Munich,Software Engineer,10.0,2.0,Senior,Java,"Python, Javascript / Typescript, SQL, Kubernetes, Docker",68000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
103,37,Male,Berlin,Software Engineer,10.0,3.0,Senior,PHP,"PHP, Javascript / Typescript, SQL",55000.0,26.0,full-time,Unlimited contract,English,11-50,Startup,No
104,25,Male,Munich,Software Engineer,3.0,1.0,Middle,Java,"Python, SQL, AWS, Azure, Kubernetes, Docker",62000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
105,36,Male,Berlin,Frontend Developer,12.0,4.0,Senior,JavaScript,"Javascript / Typescript, AWS, Docker",72000.0,26.0,full-time,Unlimited contract,English,up to 10,Startup,No
106,27,Male,Munich,QA Engineer,5.0,1.0,Senior,Swift,"Kotlin, Ruby",58000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
107,35,Male,Frankfurt,ML Engineer,12.0,10.0,Senior,ML,"Python, Java / Scala, R, SQL, AWS, Azure",120000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
108,37,Male,Munich,Software Engineer,15.0,2.0,Senior,php,"PHP, Javascript / Typescript, SQL, Docker",75000.0,30.0,full-time,Unlimited contract,German,101-1000,Product,No
109,26,Male,Munich,Data Scientist,3.0,2.0,Middle,Python,"Python, SQL, AWS, Docker",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
110,33,Male,Frankfurt,Solution Architect,6.0,6.0,Middle,Python,"SQL, AWS, Google Cloud, Kubernetes, Docker",85000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
111,34,Male,Berlin,Frontend Developer,7.0,1.0,Senior,JavaScript,Docker,65000.0,25.0,full-time,Unlimited contract,English,up to 10,Startup,No
112,33,Male,Berlin,Backend Developer,12.0,6.0,Lead,PHP,"Javascript / Typescript, SQL, AWS, Docker",65000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
113,30,Male,Berlin,QA Engineer,6.0,6.0,Middle,Javascript,"Javascript / Typescript, AWS",50000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
114,29,Male,Berlin,Backend Developer,8.0,0.0,Senior,Scala,"Java / Scala, AWS, Kubernetes, Docker",72000.0,25.0,full-time,Unlimited contract,English,101-1000,Startup,No
115,24,Male,Munich,Software Engineer,5.0,2.0,Middle,C++,"Javascript / Typescript, Go",79000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
117,30,Female,Berlin,Software Engineer,8.0,2.0,Senior,"Scala, React.js","Javascript / Typescript, SQL, AWS, Kubernetes, Docker",75000.0,35.0,full-time,Unlimited contract,English,101-1000,Product,No
118,28,Male,Cologne,BI Consultant,8.0,1.0,Senior,SQL,"Python, Javascript / Typescript",60000.0,28.0,full-time,Unlimited contract,English,up to 10,Consulting / Agency,No
119,31,Male,Munich,Backend Developer,11.0,1.0,Senior,PHP,"Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",80000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
120,28,Male,Munich,Mobile Developer,5.0,3.0,Senior,iOS,Swift,57000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
121,32,Female,Kempten,Fullstack Developer,10.0,1.0,Middle,C#,"Javascript / Typescript, .NET, SQL",49000.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
122,28,Male,Berlin,Software Engineer,6.0,2.0,Senior,Java,"Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",65000.0,28.0,full-time,Unlimited contract,English,11-50,Startup,No
123,26,Female,Munich,Data Scientist,3.0,1.0,Junior,Ml/Python,"Python, AWS, Docker",70000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
126,31,Male,Berlin,Software Engineer,9.0,1.0,Senior,"C#, .net core","Python, Javascript / Typescript, .NET, AWS, Azure, Kubernetes, Docker",60000.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No
127,30,Male,Munich,Frontend Developer,6.0,1.0,Senior,Javascript,"Javascript / Typescript, AWS, Docker",75000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No
128,31,Male,Berlin,Frontend Developer,8.0,1.0,Senior,JavaScript/TypeScript,"Javascript / Typescript, Google Cloud, Docker",70000.0,24.0,full-time,Unlimited contract,English,101-1000,Startup,No
129,37,Male,Munich,Backend Developer,12.0,4.0,Senior,php,"Javascript / Typescript, Docker",62000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
132,25,Male,Munich,Backend Developer,5.0,0.0,Senior,Java,"Kotlin, Java / Scala, SQL, SAP / ABAP, Kubernetes, Docker",75000.0,24.0,full-time,Unlimited contract,English,101-1000,Product,No
133,36,Male,Berlin,Backend Developer,19.0,5.0,Senior,PHP,"Javascript / Typescript, SQL, AWS, Docker",69000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
134,40,Male,Berlin,Frontend Developer,7.0,1.0,Middle,Javascript,"PHP, Javascript / Typescript, Dart",54000.0,24.0,full-time,Unlimited contract,English,11-50,Product,No
136,35,Male,Munich,Software Engineer,13.0,4.0,Senior,Java,"Kotlin, Java / Scala, AWS",80000.0,40.0,full-time,Unlimited contract,English,101-1000,Product,No
137,42,Male,Berlin,Software Engineer,20.0,5.0,Senior,Ruby on Rails,"Ruby, Kubernetes, Docker",80000.0,27.0,full-time,Unlimited contract,German,51-100,Product,No
138,34,Male,Berlin,QA Engineer,10.0,4.0,Senior,Java,"Python, Kotlin, Javascript / Typescript, Go, AWS, Kubernetes, Docker",75000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No
139,30,Male,Berlin,Backend Developer,6.0,2.0,Senior,Ruby,"SQL, Elixir",75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
140,35,Male,Berlin,Software Engineer,12.0,1.0,Senior,C#,".NET, SQL, Google Cloud, Kubernetes, Docker",70000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No
141,34,Male,Munich,Cloud Architect,10.0,4.0,Senior,"Azure, SAP","SAP / ABAP, AWS, Google Cloud, Azure, Kubernetes, Docker",120000.0,30.0,full-time,Unlimited contract,English,1000+,Cloud,No
144,28,Male,Hamburg,Software Engineer,7.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Senior,Scala,"Python, Java / Scala, Perl",80000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
145,26,Male,Münster,Data Scientist,5.5,3.0,Junior,Python,"Python, C/C++, SQL, AWS",48000.0,26.0,full-time,Unlimited contract,German,1000+,Product,No
146,35,Male,Berlin,Frontend Developer,4.0,1.0,Middle,JavaScript,PHP,50000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
147,31,Female,Munich,QA Engineer,7.0,3.0,Senior,Java,"Python, Ruby",68000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
148,35,Male,Frankfurt,Software Engineer,12.0,3.0,Senior,java,"Python, Kotlin, Javascript / Typescript, Java / Scala, Docker",66000.0,25.0,full-time,Unlimited contract,German,51-100,Consulting / Agency,No
150,25,Male,Berlin,Backend Developer,4.0,1.0,Middle,Python,"SQL, Go",60000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,No
151,42,Female,Berlin,QA Engineer,20.0,1.0,Middle,python,"Python, Javascript / Typescript",55000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
153,40,Female,Munich,Software Engineer,20.0,7.0,Middle,Java,SQL,54000.0,30.0,full-time,Unlimited contract,German,101-1000,Behörde,No
155,37,Male,Berlin,Software Engineer,8.0,5.0,Junior,Java,"Java / Scala, AWS, Kubernetes, Docker",60000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No
156,33,Male,Munich,Software Engineer,10.0,3.0,Senior,Java,"AWS, Docker",75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
157,38,Male,Cologne,Software Engineer,11.0,5.0,Senior,PHP,"PHP, Javascript / Typescript, Go, AWS, Google Cloud, Kubernetes, Docker",55000.0,26.0,full-time,Unlimited contract,English,101-1000,Product,No
158,27,Male,Munich,Frontend Developer,4.0,0.0,Senior,Frontend,Javascript / Typescript,60000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No
159,33,Male,Berlin,Software Engineer,7.0,7.0,Senior,"Java, JavaScript","Javascript / Typescript, Java / Scala, SQL",62000.0,30.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
161,36,Female,Munich,Backend Developer,5.0,1.0,Middle,PHP,"Javascript / Typescript, Docker",60000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
162,42,Male,Berlin,DevOps,22.0,4.0,Lead,yaml,"Python, PHP, Javascript / Typescript, SQL, Go, Perl, AWS, Google Cloud, Azure, Kubernetes, Docker",70000.0,24.0,full-time,Unlimited contract,English,1000+,Startup,No
163,32,Male,Frankfurt,Network Engineer ,10.0,2.0,Senior,Python ,"Python, Docker",68500.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No
164,31,Male,Berlin,Frontend Developer,10.0,1.5,Senior,Javascript,"Javascript / Typescript, SQL, Google Cloud, Docker",71060.0,28.0,full-time,Unlimited contract,English,51-100,Startup,No
165,33,Female,Berlin,QA Engineer,6.0,0.5,Middle,Java,"Python, Kubernetes",60000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No
166,40,Male,Berlin,VP Engineering,10.0,7.0,VP,JS,"Javascript / Typescript, AWS",100000.0,24.0,full-time,Unlimited contract,English,51-100,Product,No
168,28,Male,Munich,Backend Developer,6.0,5.0,Senior,Java,"Javascript / Typescript, Java / Scala, SQL",70000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
170,31,Male,Berlin,Software Engineer,9.0,4.0,Senior,Python,"Python, SQL, AWS, Kubernetes, Docker",90000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
172,29,Male,Berlin,Software Engineer,8.0,3.0,Middle,PHP,"PHP, Javascript / Typescript, SQL, AWS, Docker",55000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,No
173,40,Male,Munich,Mobile Developer,25.0,2.0,Lead,Swift,"Swift, Objective-C",85000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
174,46,Male,Munich,QA Engineer,13.0,13.0,Senior,Java,SQL,70000.0,28.0,full-time,Unlimited contract,German,101-1000,Product,No
176,33,Male,Berlin,ML Engineer,10.0,5.0,Middle,Python,"Python, C/C++, Pytorch",62000.0,28.0,full-time,Unlimited contract,English,51-100,Startup,No
177,34,Male,Berlin,Software Engineer,14.0,4.0,Lead,Java,"Kotlin, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",95000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
178,36,Male,Berlin,Backend Developer,18.0,1.0,Senior,PHP,"PHP, AWS, Google Cloud",65000.0,26.0,full-time,Unlimited contract,English,101-1000,Product,No
179,33,Female,Berlin,QA Engineer,8.0,1.5,Senior,-,Python,50000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,Yes
180,32,Male,Berlin,Software Engineer,11.0,6.0,Lead,Android,"Python, Kotlin, Swift, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",80000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
181,46,Male,Berlin,Software Engineer,14.0,14.0,Senior,JavaScript,"PHP, Javascript / Typescript, SQL, Google Cloud, Docker",80000.0,30.0,full-time,Unlimited contract,English,51-100,Product,Yes
182,30,Male,Munich,Mobile Developer,8.0,1.0,Senior,Kotlin,"Kotlin, Java / Scala",66000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
186,31,Male,Berlin,Data Scientist,10.0,5.0,Lead,Python ,"Kubernetes, Docker",115000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
187,46,Male,Munich,Scrum Master,12.0,8.0,Senior,Agile,"C/C++, PHP, .NET, SQL",85000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
188,26,Male,Berlin,Mobile Developer,6.0,2.0,Senior,Kotlin,"Kotlin, Java / Scala",70000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
189,31,Male,Mannheim ,Firmware Engineer,10.0,3.0,Senior,C,"Python, C/C++",45000.0,30.0,full-time,Temporary contract,English,11-50,Product,Yes
190,31,Male,Munich,Frontend Developer,12.0,1.5,Lead,"TypeScript, JavaScript","Javascript / Typescript, Docker",85000.0,29.0,full-time,Unlimited contract,English,11-50,Startup,No
191,30,Female,Berlin,QA Engineer,5.0,3.0,Middle,Python ,"Python, Kubernetes, Docker, Ansible",50000.0,30.0,full-time,Unlimited contract,German,101-1000,Product,No
192,35,Male,Munich,Software Engineer,13.0,4.0,Lead,Pegasystems platform ,"C/C++, Javascript / Typescript, Java / Scala, SQL, Docker",140000.0,28.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No
193,33,Male,Berlin,Software Engineer,12.0,5.0,Senior,Javascript,"PHP, Javascript / Typescript, SQL, Docker",120000.0,28.0,freelancer,Temporary contract,English,101-1000,Product,No
194,36,Male,Berlin,Software Engineer,7.0,5.0,Middle,"C++, Java, Embedded C","Python, C/C++, .NET, Java / Scala",42000.0,25.0,full-time,Unlimited contract,English,up to 10,Product,No
195,36,Male,Munich,Solutions Architect,12.0,5.0,Lead,Cloud,"Kotlin, Java / Scala, AWS, Kubernetes, Docker",105000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
198,35,Female,Berlin,Software Engineer,15.0,6.0,Senior,C#,.NET,76000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
199,32,Male,Munich,Fullstack Developer,9.0,2.0,Senior,Java,"Javascript / Typescript, Kubernetes, Docker, Angular",70000.0,26.0,full-time,Unlimited contract,English,11-50,Product,No
200,29,Male,Berlin,Software Engineer,8.0,2.0,Senior,Go,"Python, Javascript / Typescript, Go",70000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
201,30,Male,Rosenheim,Software Engineer,9.0,5.0,Middle,Java,"Javascript / Typescript, SQL",63000.0,30.0,full-time,Unlimited contract,German,101-1000,Product,No
202,35,Male,Berlin,ML Engineer,10.0,2.0,Lead,Scala,"Java / Scala, SQL, AWS, Kubernetes, Docker",96000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
203,29,Male,Berlin,Software Engineer,7.0,5.0,Senior,Python,Javascript / Typescript,64000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
205,30,Female,Munich,Mobile Developer,10.0,3.5,Senior,Swift,"Kotlin, Javascript / Typescript",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
207,43,Male,Berlin,Software Engineer,20.0,4.0,Senior,Python,"SQL, AWS, Docker",79000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
208,38,Male,Berlin,Software Engineer,16.0,1.0,Senior,Python,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",65000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No
209,26,Male,Berlin,Software Engineer,5.0,2.0,Middle,Scala,"Java / Scala, SQL, Google Cloud, Docker",63000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
